,index,abv,ibu,id,name,style,brewery_id,ounces,beer_group,group_name,group_abbrev,super_class_id,class_name,Predicted_Class
1104,1104,0.046,27.0,1115,Shenanigans Summer Ale,American Pale Wheat Ale,277,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1105,1105,0.065,80.0,729,Midnight Ryder,American Black Ale,277,12.0,1.0,Other Ale,OA,1.0,Ale,IPA
1106,1106,0.054000000000000006,45.0,728,Day Tripper Pale Ale,American Pale Ale (APA),277,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1107,1107,0.048,32.0,2350,Oklahoma Suks,American Amber / Red Ale,140,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1108,1108,0.055,42.0,2301,Power & Light,American Pale Ale (APA),140,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1109,1109,0.059000000000000004,27.0,1904,White Rabbit ,Witbier,140,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
1110,1110,0.057999999999999996,58.0,2609,Tribute,American Pale Ale (APA),23,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1111,1111,0.07,75.0,2038,Infamous IPA,American IPA,242,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1112,1112,0.055,20.0,1774,Hijack,Cream Ale,242,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1113,1113,0.045,20.0,559,Jon Boat Coastal Ale,American Blonde Ale,527,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1114,1114,0.068,55.0,558,I-10 IPA,American IPA,527,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1115,1115,0.053,28.0,553,People's Pale Ale,American Pale Ale (APA),527,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1118,1118,0.052000000000000005,18.0,2673,House Lager,Keller Bier / Zwickel Bier,2,16.0,9.0,German Lager,GL,2.0,Lager,Lager
1119,1119,0.048,15.0,2672,Leisure Time,American Pale Lager,2,12.0,2.0,American Lager,AL,2.0,Lager,Lager
1120,1120,0.07200000000000001,80.0,2671,Excess IPL,American India Pale Lager,2,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1121,1121,0.067,65.0,2670,Hoponius Union,American India Pale Lager,2,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1122,1122,0.049,45.0,2669,Calyptra,American India Pale Lager,2,12.0,3.0,India Pale Ale,IPA,5.0,IPA,Ale
1125,1125,0.055,37.0,1793,Thunder Ann,American Pale Ale (APA),312,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1138,1138,0.05,15.0,2060,Weize Guy,Hefeweizen,233,12.0,8.0,German Ale,GA,1.0,Ale,Lager
1139,1139,0.05,50.0,469,Fox Tail Gluten Free Ale,American Pale Ale (APA),233,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1140,1140,0.09300000000000001,90.0,468,Hop Box Imperial IPA,American Double / Imperial IPA,233,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1141,1141,0.052000000000000005,15.0,467,Joseph James American Lager,American Adjunct Lager,233,12.0,2.0,American Lager,AL,2.0,Lager,Lager
1143,1143,0.075,24.0,2162,Lewbricator Wheat Dopplebock ,Doppelbock,208,12.0,9.0,German Lager,GL,2.0,Lager,SP
1144,1144,0.052000000000000005,16.0,2374,Weisse Versa (2012),Hefeweizen,125,12.0,8.0,German Ale,GA,1.0,Ale,Lager
1145,1145,0.057999999999999996,25.0,1560,Mother in Lager,Munich Dunkel Lager,125,12.0,9.0,German Lager,GL,2.0,Lager,SP
1146,1146,0.055,40.0,1557,Weekend Warrior Pale Ale,American Pale Ale (APA),125,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1147,1147,0.055,25.0,1458,Karbachtoberfest,Märzen / Oktoberfest,125,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1148,1148,0.047,20.0,1235,Love Street Summer Seasonal (2014),Kölsch,125,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1149,1149,0.066,20.0,1068,Barn Burner Saison,Saison / Farmhouse Ale,125,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
1150,1150,0.095,85.0,666,Rodeo Clown Double IPA,American Double / Imperial IPA,125,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1151,1151,0.049,45.0,465,Sympathy for the Lager,American Amber / Red Lager,125,12.0,2.0,American Lager,AL,2.0,Lager,Ale
1152,1152,0.052000000000000005,15.0,464,Weisse Versa,Hefeweizen,125,12.0,8.0,German Ale,GA,1.0,Ale,Lager
1153,1153,0.066,70.0,463,Hopadillo India Pale Ale,American IPA,125,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1155,1155,0.06,64.0,1572,KelSo India Pale Ale,American IPA,342,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1156,1156,0.055,23.0,1348,KelSo Pilsner,Czech Pilsener,342,12.0,11.0,Pilsner,PL,2.0,Lager,Lager
1158,1158,0.05,15.0,1187,Peninsula Brewers Reserve (PBR),American Blonde Ale,458,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1161,1161,0.065,11.0,760,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,510,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
1162,1162,0.065,65.0,759,Double Haul IPA (2009),American IPA,510,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1163,1163,0.065,65.0,758,Double Haul IPA (2006),American IPA,510,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1164,1164,0.055,50.0,87,Eddy Out Pale Ale,American Pale Ale (APA),510,16.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1165,1165,0.065,65.0,86,Double Haul IPA,American IPA,510,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1166,1166,0.065,11.0,85,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,510,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
1176,1176,0.06,70.0,1667,King Street IPA,American IPA,102,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1177,1177,0.057,10.0,1666,King Street Hefeweizen,Hefeweizen,102,12.0,8.0,German Ale,GA,1.0,Ale,SP
1179,1179,0.063,65.0,2460,India Pale Ale,American IPA,87,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1180,1180,0.048,11.0,2459,Blackberry Wheat,American Pale Wheat Ale,87,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1181,1181,0.046,18.0,1274,Longboard Island Lager,American Amber / Red Lager,439,24.0,2.0,American Lager,AL,2.0,Lager,Lager
1182,1182,0.046,18.0,1220,Longboard Island Lager,American Amber / Red Lager,439,16.0,2.0,American Lager,AL,2.0,Lager,Lager
1183,1183,0.046,18.0,1070,Longboard Island Lager,American Amber / Red Lager,439,12.0,2.0,American Lager,AL,2.0,Lager,Lager
1184,1184,0.046,18.0,590,Longboard Island Lager,American Amber / Red Lager,439,12.0,2.0,American Lager,AL,2.0,Lager,Lager
1185,1185,0.04,9.0,781,Choc Beer (2003),American Dark Wheat Ale,505,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1187,1187,0.054000000000000006,15.0,1741,A Slice of Hefen,Hefeweizen,332,16.0,8.0,German Ale,GA,1.0,Ale,Lager
1188,1188,0.07200000000000001,100.0,664,Elevated IPA,American IPA,332,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1189,1189,0.066,30.0,392,Rumspringa Golden Bock,Maibock / Helles Bock,545,12.0,9.0,German Lager,GL,2.0,Lager,SP
1190,1190,0.048,28.0,195,Lancaster German Style Kölsch,Kölsch,545,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1195,1195,0.05,12.0,2108,Laughing Dog Cream Ale,Cream Ale,218,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1196,1196,0.048,9.0,1397,Two-One Niner,American Pilsner,218,12.0,11.0,Pilsner,PL,2.0,Lager,Lager
1197,1197,0.064,66.0,1396,Laughing Dog IPA,American IPA,218,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1198,1198,0.064,95.0,1675,Madra Allta,American IPA,345,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1199,1199,0.055999999999999994,70.0,1249,Duluchan India Pale Ale,American IPA,345,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1206,1206,0.052000000000000005,30.0,2036,Getaway,German Pilsener,244,16.0,11.0,Pilsner,PL,2.0,Lager,Lager
1207,1207,0.06,30.0,1168,Farm Girl Saison,Saison / Farmhouse Ale,244,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
1208,1208,0.057999999999999996,40.0,1832,Adam's Stout,American Stout,298,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
1209,1209,0.057,42.0,1688,American Hero,American Amber / Red Ale,298,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1210,1210,0.052000000000000005,20.0,1687,Schweet Ale,Fruit / Vegetable Beer,298,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1211,1211,0.065,75.0,1686,Irregardless IPA,American IPA,298,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1212,1212,0.057,40.0,2434,Peach Pale Ale,American Pale Ale (APA),104,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1215,1215,0.057,47.0,2329,Peacemaker Pale Ale,American Pale Ale (APA),149,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1216,1216,0.057999999999999996,11.0,2327,Shotgun Betty,Hefeweizen,149,12.0,8.0,German Ale,GA,1.0,Ale,SP
1217,1217,0.061,30.0,2326,Sweet Josie,American Brown Ale,149,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1218,1218,0.059000000000000004,42.0,1926,Long Trail IPA,English India Pale Ale (IPA),268,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1219,1219,0.046,30.0,1924,Long Trail Ale,American Amber / Red Ale,268,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1220,1220,0.07200000000000001,33.0,1090,Double Bag,Altbier,268,16.0,9.0,German Lager,GL,2.0,Lager,SP
1221,1221,0.04,8.0,574,Blackbeary Wheat,Fruit / Vegetable Beer,268,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1222,1222,0.046,30.0,573,Long Trail Ale (1),Altbier,268,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1223,1223,0.046,8.0,2584,Gose,Gose,41,16.0,8.0,German Ale,GA,1.0,Ale,Lager
1224,1224,0.048,20.0,2583,Vermont Pilsner,German Pilsener,41,16.0,11.0,Pilsner,PL,2.0,Lager,Lager
1227,1227,0.062,65.0,1309,Face Plant IPA,American IPA,430,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1228,1228,0.055999999999999994,55.0,1308,Rhino Chasers Pilsner,Czech Pilsener,430,12.0,11.0,Pilsner,PL,2.0,Lager,Ale
1229,1229,0.052000000000000005,29.0,1571,Slow Hand Stout,American Stout,377,16.0,4.0,Stout/Porter,SP,3.0,SP,Lager
1233,1233,0.038,18.0,2033,Pub Ale,English Dark Mild Ale,245,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1234,1234,0.051,31.0,2032,Ballistic Blonde,Belgian Pale Ale,245,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1236,1236,0.053,20.0,1153,Lumberyard Pilsner,American Pilsner,158,12.0,11.0,Pilsner,PL,2.0,Lager,Lager
1240,1240,0.051,32.0,961,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,485,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1244,1244,0.043,18.0,2209,Sol Drifter,American Blonde Ale,91,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1246,1246,0.079,18.0,1994,The Great Pumpcan,Fruit / Vegetable Beer,91,16.0,1.0,Other Ale,OA,1.0,Ale,SP
1247,1247,0.047,11.0,1816,LIFT,Kölsch,91,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1248,1248,0.05,40.0,1815,SPRYE,American Pale Ale (APA),91,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1249,1249,0.069,70.0,1126,Psychopathy,American IPA,91,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1250,1250,0.07,32.0,1125,Gnarly Brown,American Brown Ale,91,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1251,1251,0.06,30.0,1124,Happy Amber,American Amber / Red Ale,91,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1252,1252,0.051,20.0,1813,#9,Fruit / Vegetable Beer,303,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1253,1253,0.055,13.0,1113,Elder Betty,Hefeweizen,303,12.0,8.0,German Ale,GA,1.0,Ale,Lager
1254,1254,0.051,20.0,360,#9,Fruit / Vegetable Beer,303,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1261,1261,0.045,21.0,1625,Belgian Style Session Ale,Belgian Pale Ale,356,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1264,1264,0.05,18.0,1484,Summer Paradise,American Pale Wheat Ale,356,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1265,1265,0.09,30.0,1356,Monk from the 'Yunk,Tripel,356,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
1266,1266,0.06,14.0,1355,Schuylkill Punch,Fruit / Vegetable Beer,356,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1267,1267,0.085,85.0,1334,Dreamin' Double IPA,American Double / Imperial IPA,356,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1268,1268,0.099,93.0,1674,Chaotic Double IPA,American Double / Imperial IPA,346,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1269,1269,0.08,88.0,1673,Manzanita IPA,American IPA,346,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1270,1270,0.06,25.0,1672,Riverwalk Blonde Ale,American Blonde Ale,346,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1271,1271,0.095,49.0,1671,Gillespie Brown Ale,American Brown Ale,346,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1272,1272,0.066,44.0,1670,Manzanita Pale Ale,American Pale Ale (APA),346,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1280,1280,0.05,20.0,2308,River House,Saison / Farmhouse Ale,161,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
1281,1281,0.065,47.0,2268,Pretzel Stout,American Stout,161,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
1282,1282,0.05,35.0,2197,Rubberneck Red,American Amber / Red Ale,161,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1288,1288,0.065,60.0,1831,Our Legacy IPA,American IPA,299,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1290,1290,0.065,60.0,1135,Our Legacy IPA,American IPA,299,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1296,1296,0.05,12.0,773,Blueberry Blonde Ale,American Blonde Ale,299,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1301,1301,0.051,20.0,1578,Lahaina Town Brown,American Brown Ale,375,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1306,1306,0.06,24.0,690,Sobrehumano Palena'ole,American Amber / Red Ale,375,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1307,1307,0.05,12.0,547,La Perouse White,Witbier,375,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
1308,1308,0.068,68.0,435,Flyin' HI.P.Hay,American IPA,375,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1309,1309,0.055,15.0,313,Mana Wheat,American Pale Wheat Ale,375,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1310,1310,0.045,18.0,33,Bikini Blonde Lager,Munich Helles Lager,375,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1311,1311,0.057,30.0,32,CoCoNut Porter,American Porter,375,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
1312,1312,0.062,65.0,31,Big Swell IPA,American IPA,375,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1313,1313,0.037000000000000005,34.0,1237,Pit Stop Chocolate Porter,American Porter,448,12.0,4.0,Stout/Porter,SP,3.0,SP,Lager
1314,1314,0.037000000000000005,21.0,1236,Pace Setter Belgian Style Wit,Witbier,448,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
1315,1315,0.037000000000000005,53.0,1047,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),448,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1319,1319,0.07200000000000001,75.0,2186,Tsunami IPA,American IPA,203,19.2,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1320,1320,0.07200000000000001,75.0,2185,Tsunami IPA,American IPA,203,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1321,1321,0.042,22.0,2184,Humpback Blonde Ale,American Blonde Ale,203,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1322,1322,0.052000000000000005,27.0,2178,Hawaiian Crow Porter,American Porter,203,12.0,4.0,Stout/Porter,SP,3.0,SP,Lager
1323,1323,0.052000000000000005,23.0,2177,Volcano Red Ale,American Amber / Red Ale,203,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1324,1324,0.054000000000000006,42.0,2176,Mauna Kea Pale Ale,American Pale Ale (APA),203,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1325,1325,0.053,11.0,1508,Shark Bait,Fruit / Vegetable Beer,393,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1326,1326,0.053,30.0,1507,Gator Tail Brown Ale,American Brown Ale,393,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1327,1327,0.071,62.0,1506,Miami Vice IPA,American IPA,393,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1328,1328,0.053,16.0,1325,Big Rod Coconut Ale,American Blonde Ale,393,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1330,1330,0.063,61.0,2093,Pleasure Town,American IPA,223,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1331,1331,0.063,61.0,1814,Pleasure Town IPA,American IPA,223,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1332,1332,0.048,12.0,587,Snowshoe White Ale,Witbier,223,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
1333,1333,0.05,24.0,586,Kodiak Brown Ale,American Brown Ale,223,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1334,1334,0.057,70.0,434,Sockeye Red IPA,American IPA,223,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1335,1335,0.08,100.0,2668,Habitus (2014),American Double / Imperial IPA,3,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1336,1336,0.075,85.0,2667,Solis,American IPA,3,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1337,1337,0.06,24.0,2666,Jucundus,Wheat Ale,3,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
1338,1338,0.08,100.0,2664,Habitus,American Double / Imperial IPA,3,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1339,1339,0.063,30.0,2663,Grazias,Cream Ale,3,16.0,1.0,Other Ale,OA,1.0,Ale,SP
1340,1340,0.057999999999999996,28.0,2662,Claritas,Kölsch,3,16.0,9.0,German Lager,GL,2.0,Lager,SP
1346,1346,0.043,8.0,2530,Daft Funk,Berliner Weissbier,65,24.0,8.0,German Ale,GA,1.0,Ale,Lager
1354,1354,0.087,80.0,1884,Hop Freak,American Double / Imperial IPA,284,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1355,1355,0.051,24.0,1272,Louie's Demise Amber Ale,American Amber / Red Ale,284,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1356,1356,0.075,51.0,1080,Hop Happy,American IPA,284,16.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1357,1357,0.065,20.0,932,Booyah Farmhouse Ale,Saison / Farmhouse Ale,284,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
1359,1359,0.048,18.0,172,Flaming Damsel Lager (2010),Vienna Lager,284,16.0,9.0,German Lager,GL,2.0,Lager,Lager
1360,1360,0.051,24.0,171,Louie's Demise Immort-Ale (2010),American Amber / Red Ale,284,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1375,1375,0.068,66.0,2441,Mission IPA,American IPA,98,32.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1376,1376,0.048,44.0,1460,El Conquistador Extra Pale Ale,American Pale Ale (APA),98,32.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1377,1377,0.092,75.0,1459,Shipwrecked Double IPA,American Double / Imperial IPA,98,32.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1385,1385,0.075,85.0,2159,City of the Sun,American IPA,209,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1386,1386,0.068,75.0,2157,Booming Rollers,American IPA,209,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1387,1387,0.052000000000000005,50.0,2156,Oneida,American Pale Ale (APA),209,16.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1388,1388,0.067,75.0,2154,Aurora ,American Amber / Red Ale,209,16.0,1.0,Other Ale,OA,1.0,Ale,IPA
1389,1389,0.055,30.0,1495,Lomaland,Saison / Farmhouse Ale,209,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
1390,1390,0.047,46.0,1494,Fortunate Islands,American Pale Wheat Ale,209,16.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1391,1391,0.057999999999999996,40.0,1493,Black House,American Stout,209,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
1392,1392,0.065,115.0,1492,Blazing World,American Amber / Red Ale,209,16.0,1.0,Other Ale,OA,1.0,Ale,IPA
1397,1397,0.055999999999999994,28.0,1907,Montauk Summer Ale,American Blonde Ale,276,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1398,1398,0.06,49.0,1906,Driftwood Ale,Extra Special / Strong Bitter (ESB),276,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1399,1399,0.055999999999999994,18.0,1756,When Helles Freezes Over,Munich Helles Lager,326,12.0,9.0,German Lager,GL,2.0,Lager,SP
1400,1400,0.049,24.0,1617,Morgan Street Oktoberfest,Märzen / Oktoberfest,326,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1401,1401,0.047,14.0,1052,Honey Wheat,American Pale Wheat Ale,326,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1402,1402,0.046,24.0,1051,Black Bear Dark Lager,Schwarzbier,326,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1403,1403,0.05,35.0,1046,Golden Pilsner,German Pilsener,326,12.0,11.0,Pilsner,PL,2.0,Lager,Lager
1404,1404,0.052000000000000005,21.0,2413,Cali Creamin',Cream Ale,111,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1407,1407,0.052000000000000005,21.0,2237,Towhead,American Blonde Ale,188,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1408,1408,0.07,70.0,2208,Lil' Helper,American IPA,188,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1418,1418,0.053,10.0,421,Mustang Golden Ale,American Blonde Ale,366,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1419,1419,0.053,14.0,420,Washita Wheat,American Pale Wheat Ale,366,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1420,1420,0.037000000000000005,10.0,2345,Gansett Light,Light Lager,143,16.0,2.0,American Lager,AL,2.0,Lager,Lager
1421,1421,0.052000000000000005,30.0,2224,Bohemian Pils,American Pilsner,143,16.0,11.0,Pilsner,PL,2.0,Lager,Lager
1422,1422,0.053,30.0,1775,Autocrat Coffee Milk Stout,Milk / Sweet Stout,143,16.0,4.0,Stout/Porter,SP,3.0,SP,Lager
1423,1423,0.086,35.0,1291,Narragansett Bohemian Pilsner,German Pilsener,143,16.0,11.0,Pilsner,PL,2.0,Lager,SP
1424,1424,0.042,24.0,1093,Narragansett Summer Ale,American Pale Wheat Ale,143,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1425,1425,0.05,22.0,580,Narragansett Cream Ale,Cream Ale,143,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1426,1426,0.042,24.0,403,Narragansett Summer Ale,American Pale Wheat Ale,143,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1427,1427,0.07,22.0,316,Narragansett Porter,American Porter,143,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
1428,1428,0.065,32.0,315,Narragansett Bock,Bock,143,16.0,9.0,German Lager,GL,2.0,Lager,SP
1429,1429,0.055,15.0,314,Narragansett Fest Lager,Märzen / Oktoberfest,143,16.0,9.0,German Lager,GL,2.0,Lager,Lager
1432,1432,0.085,86.0,1265,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,387,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1433,1433,0.085,86.0,747,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,387,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1436,1436,0.061,11.0,1705,Wick For Brains,Pumpkin Ale,337,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1437,1437,0.065,65.0,1148,Nebraska India Pale Ale,American IPA,337,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1438,1438,0.048,10.0,1147,EOS Hefeweizen,Hefeweizen,337,12.0,8.0,German Ale,GA,1.0,Ale,Lager
1439,1439,0.048,15.0,1146,Brunette Nut Brown Ale,English Brown Ale,337,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1440,1440,0.057,29.0,1145,Cardinal Pale Ale,American Pale Ale (APA),337,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1443,1443,0.045,40.0,2475,Slow Ride,American IPA,82,12.0,3.0,India Pale Ale,IPA,5.0,IPA,Lager
1444,1444,0.065,70.0,2230,Ranger IPA,American IPA,82,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1445,1445,0.05,29.0,1987,Shift,American Pale Lager,82,12.0,2.0,American Lager,AL,2.0,Lager,Lager
1451,1451,0.052000000000000005,18.0,1586,Fat Tire Amber Ale,American Amber / Red Ale,82,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1452,1452,0.05,29.0,952,Shift (1),American Pale Lager,82,12.0,2.0,American Lager,AL,2.0,Lager,Lager
1453,1453,0.052000000000000005,18.0,748,Fat Tire Amber Ale (2011),American Amber / Red Ale,82,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1454,1454,0.05,29.0,578,Shift,American Pale Lager,82,16.0,2.0,American Lager,AL,2.0,Lager,Lager
1455,1455,0.065,70.0,564,Ranger IPA,American IPA,82,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1456,1456,0.052000000000000005,18.0,563,Fat Tire Amber Ale,American Amber / Red Ale,82,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1457,1457,0.065,70.0,115,Ranger IPA (Current),American IPA,82,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1459,1459,0.052000000000000005,18.0,71,Fat Tire Amber Ale (2008),American Amber / Red Ale,82,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1460,1460,0.034,6.0,1417,Weiss Trash Culture,Berliner Weissbier,410,12.0,8.0,German Ale,GA,1.0,Ale,Lager
1465,1465,0.08800000000000001,85.0,320,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,410,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
